event_id	doc	score_a	score_x	num
2568	TTEXDOUBLES-----------FNL-000100----------	10	12	4
2568	TTEXDOUBLES-----------FNL-000100----------	6	11	5
2568	TTEWSINGLES-----------SFNL000200----------	11	8	1
2568	TTEWSINGLES-----------SFNL000200----------	6	11	2
2568	TTEWSINGLES-----------SFNL000200----------	11	8	3
2568	TTEWSINGLES-----------SFNL000200----------	11	7	4
2568	TTEWSINGLES-----------SFNL000200----------	11	5	5
2568	TTEWDOUBLES-----------SFNL000100----------	11	9	1
2568	TTEWDOUBLES-----------SFNL000100----------	6	11	2
2568	TTEWDOUBLES-----------SFNL000100----------	4	11	3
2568	TTEWDOUBLES-----------SFNL000100----------	11	7	4
2568	TTEWDOUBLES-----------SFNL000100----------	9	11	5
2568	TTEXDOUBLES-----------SFNL000100----------	5	11	1
2568	TTEXDOUBLES-----------SFNL000100----------	4	11	2
2568	TTEXDOUBLES-----------SFNL000100----------	11	8	3
2568	TTEXDOUBLES-----------SFNL000100----------	7	11	4
2568	TTEXDOUBLES-----------SFNL000200----------	5	11	1
2568	TTEXDOUBLES-----------SFNL000200----------	11	4	2
2568	TTEXDOUBLES-----------SFNL000200----------	11	5	3
2568	TTEXDOUBLES-----------SFNL000200----------	11	6	4
2568	TTEMSINGLES-----------QFNL000400----------	4	11	1
2568	TTEMSINGLES-----------QFNL000400----------	9	11	2
2568	TTEMSINGLES-----------QFNL000400----------	10	12	3
2568	TTEMSINGLES-----------QFNL000200----------	8	11	1
2568	TTEMSINGLES-----------QFNL000200----------	9	11	2
2568	TTEMSINGLES-----------QFNL000200----------	11	9	3
2568	TTEMSINGLES-----------QFNL000200----------	6	11	4
2568	TTEWSINGLES-----------QFNL000100----------	9	11	1
2568	TTEWSINGLES-----------QFNL000100----------	11	8	2
2568	TTEWSINGLES-----------QFNL000100----------	9	11	3
2568	TTEWSINGLES-----------QFNL000100----------	6	11	4
2568	TTEMSINGLES-----------QFNL000300----------	11	5	1
2568	TTEMSINGLES-----------QFNL000300----------	11	5	2
2568	TTEMSINGLES-----------QFNL000300----------	15	13	3
2568	TTEWSINGLES-----------QFNL000200----------	14	16	1
2568	TTEWSINGLES-----------QFNL000200----------	7	11	2
2568	TTEWSINGLES-----------QFNL000200----------	11	9	3
2568	TTEWSINGLES-----------QFNL000200----------	2	11	4
2568	TTEWDOUBLES-----------SFNL000200----------	11	7	1
2568	TTEWDOUBLES-----------SFNL000200----------	11	3	2
2568	TTEWDOUBLES-----------SFNL000200----------	7	11	3
2568	TTEWDOUBLES-----------SFNL000200----------	11	5	4
2568	TTEMDOUBLES-----------SFNL000100----------	11	7	1
2568	TTEMDOUBLES-----------SFNL000100----------	11	7	2
2568	TTEMDOUBLES-----------SFNL000100----------	11	6	3
2568	TTEMSINGLES-----------QFNL000100----------	11	6	1
2568	TTEMSINGLES-----------QFNL000100----------	10	12	2
2568	TTEMSINGLES-----------QFNL000100----------	11	6	3
2568	TTEMSINGLES-----------QFNL000100----------	11	7	4
2568	TTEWSINGLES-----------QFNL000400----------	11	4	1
2568	TTEWSINGLES-----------QFNL000400----------	9	11	2
2568	TTEWSINGLES-----------QFNL000400----------	11	4	3
2568	TTEWSINGLES-----------QFNL000400----------	11	6	4
2568	TTEWSINGLES-----------QFNL000300----------	11	9	1
2568	TTEWSINGLES-----------QFNL000300----------	5	11	2
2568	TTEWSINGLES-----------QFNL000300----------	12	10	3
2568	TTEWSINGLES-----------QFNL000300----------	7	11	4
2568	TTEWSINGLES-----------QFNL000300----------	5	11	5
2568	TTEWSINGLES-----------8FNL000800----------	11	7	1
2568	TTEWSINGLES-----------8FNL000800----------	11	5	2
2568	TTEWSINGLES-----------8FNL000800----------	11	8	3
2568	TTEWSINGLES-----------8FNL000700----------	4	11	1
2568	TTEWSINGLES-----------8FNL000700----------	6	11	2
2568	TTEWSINGLES-----------8FNL000700----------	11	8	3
2568	TTEWSINGLES-----------8FNL000700----------	11	9	4
2568	TTEWSINGLES-----------8FNL000700----------	8	11	5
2568	TTEMSINGLES-----------8FNL000700----------	7	11	1
2568	TTEMSINGLES-----------8FNL000700----------	5	11	2
2568	TTEMSINGLES-----------8FNL000700----------	11	9	3
2568	TTEMSINGLES-----------8FNL000700----------	11	8	4
2568	TTEMSINGLES-----------8FNL000700----------	8	11	5
2568	TTEMSINGLES-----------8FNL000800----------	2	11	1
2568	TTEMSINGLES-----------8FNL000800----------	4	11	2
2568	TTEMSINGLES-----------8FNL000800----------	7	11	3
2568	TTEWSINGLES-----------8FNL000500----------	11	3	1
2568	TTEWSINGLES-----------8FNL000500----------	7	11	2
2568	TTEWSINGLES-----------8FNL000500----------	11	3	3
2568	TTEWSINGLES-----------8FNL000500----------	8	11	4
2568	TTEWSINGLES-----------8FNL000500----------	11	6	5
2568	TTEMSINGLES-----------8FNL000500----------	11	6	1
2568	TTEMSINGLES-----------8FNL000500----------	11	5	2
2568	TTEMSINGLES-----------8FNL000500----------	11	9	3
2568	TTEWSINGLES-----------8FNL000600----------	8	11	1
2568	TTEWSINGLES-----------8FNL000600----------	11	9	2
2568	TTEWSINGLES-----------8FNL000600----------	11	7	3
2568	TTEWSINGLES-----------8FNL000600----------	5	11	4
2568	TTEWSINGLES-----------8FNL000600----------	11	7	5
2568	TTEMSINGLES-----------8FNL000600----------	11	1	1
2568	TTEMSINGLES-----------8FNL000600----------	11	8	2
2568	TTEMSINGLES-----------8FNL000600----------	11	6	3
2568	TTEWDOUBLES-----------QFNL000400----------	5	11	1
2568	TTEWDOUBLES-----------QFNL000400----------	11	9	2
2568	TTEWDOUBLES-----------QFNL000400----------	9	11	3
2568	TTEWDOUBLES-----------QFNL000400----------	11	8	4
2568	TTEWDOUBLES-----------QFNL000400----------	5	11	5
2568	TTEMSINGLES-----------8FNL000400----------	11	6	1
2568	TTEMSINGLES-----------8FNL000400----------	11	7	2
2568	TTEMSINGLES-----------8FNL000400----------	11	8	3
2568	TTEMSINGLES-----------8FNL000200----------	2	11	1
2568	TTEMSINGLES-----------8FNL000200----------	11	6	2
2568	TTEMSINGLES-----------8FNL000200----------	8	11	3
2568	TTEMSINGLES-----------8FNL000200----------	8	11	4
2568	TTEMDOUBLES-----------QFNL000300----------	8	11	1
2568	TTEMDOUBLES-----------QFNL000300----------	12	10	2
2568	TTEMDOUBLES-----------QFNL000300----------	12	10	3
2568	TTEMDOUBLES-----------QFNL000300----------	11	4	4
2568	TTEWDOUBLES-----------QFNL000300----------	7	11	1
2568	TTEWDOUBLES-----------QFNL000300----------	8	11	2
2568	TTEWDOUBLES-----------QFNL000300----------	11	5	3
2568	TTEWDOUBLES-----------QFNL000300----------	3	11	4
2568	TTEWSINGLES-----------8FNL000300----------	11	3	1
2568	TTEWSINGLES-----------8FNL000300----------	9	11	2
2568	TTEWSINGLES-----------8FNL000300----------	11	7	3
2568	TTEWSINGLES-----------8FNL000300----------	11	9	4
2568	TTEWSINGLES-----------8FNL000200----------	3	11	1
2568	TTEWSINGLES-----------8FNL000200----------	11	8	2
2568	TTEWSINGLES-----------8FNL000200----------	8	11	3
2568	TTEWSINGLES-----------8FNL000200----------	11	6	4
2568	TTEWSINGLES-----------8FNL000200----------	11	9	5
2568	TTEMSINGLES-----------8FNL000300----------	11	4	1
2568	TTEMSINGLES-----------8FNL000300----------	11	6	2
2568	TTEMSINGLES-----------8FNL000300----------	11	1	3
2568	TTEWDOUBLES-----------QFNL000200----------	11	5	1
2568	TTEWDOUBLES-----------QFNL000200----------	11	8	2
2568	TTEWDOUBLES-----------QFNL000200----------	11	8	3
2568	TTEXDOUBLES-----------QFNL000100----------	11	9	1
2568	TTEXDOUBLES-----------QFNL000100----------	7	11	2
2568	TTEXDOUBLES-----------QFNL000100----------	9	11	3
2568	TTEXDOUBLES-----------QFNL000100----------	6	11	4
2568	TTEXDOUBLES-----------QFNL000400----------	0	11	1
2568	TTEXDOUBLES-----------QFNL000400----------	8	11	2
2568	TTEXDOUBLES-----------QFNL000400----------	4	11	3
2568	TTEMDOUBLES-----------QFNL000200----------	9	11	1
2568	TTEMDOUBLES-----------QFNL000200----------	11	1	2
2568	TTEMDOUBLES-----------QFNL000200----------	6	11	3
2568	TTEMDOUBLES-----------QFNL000200----------	11	8	4
2568	TTEMDOUBLES-----------QFNL000200----------	16	14	5
2568	TTEXDOUBLES-----------QFNL000300----------	11	9	1
2568	TTEXDOUBLES-----------QFNL000300----------	11	9	2
2568	TTEXDOUBLES-----------QFNL000300----------	13	11	3
2568	TTEXDOUBLES-----------QFNL000200----------	11	8	1
2568	TTEXDOUBLES-----------QFNL000200----------	11	8	2
2568	TTEXDOUBLES-----------QFNL000200----------	12	10	3
2568	TTEWSINGLES-----------8FNL000400----------	6	11	1
2568	TTEWSINGLES-----------8FNL000400----------	8	11	2
2568	TTEWSINGLES-----------8FNL000400----------	6	11	3
2568	TTEMDOUBLES-----------QFNL000400----------	11	4	1
2568	TTEMDOUBLES-----------QFNL000400----------	11	4	2
2568	TTEMDOUBLES-----------QFNL000400----------	6	11	3
2568	TTEMDOUBLES-----------QFNL000400----------	11	8	4
2568	TTEMDOUBLES-----------QFNL000100----------	7	11	1
2568	TTEMDOUBLES-----------QFNL000100----------	11	5	2
2568	TTEMDOUBLES-----------QFNL000100----------	11	4	3
2568	TTEMDOUBLES-----------QFNL000100----------	11	8	4
2568	TTEWSINGLES-----------8FNL000100----------	11	9	1
2568	TTEWSINGLES-----------8FNL000100----------	11	9	2
2568	TTEWSINGLES-----------8FNL000100----------	11	8	3
2568	TTEMSINGLES-----------8FNL000100----------	5	11	1
2568	TTEMSINGLES-----------8FNL000100----------	9	11	2
2568	TTEMSINGLES-----------8FNL000100----------	7	11	3
2568	TTEXDOUBLES-----------8FNL000700----------	11	3	1
2568	TTEXDOUBLES-----------8FNL000700----------	11	6	2
2568	TTEXDOUBLES-----------8FNL000700----------	11	2	3
2568	TTEXDOUBLES-----------8FNL000500----------	11	9	1
2568	TTEXDOUBLES-----------8FNL000500----------	11	3	2
2568	TTEXDOUBLES-----------8FNL000500----------	11	8	3
2568	TTEMSINGLES-----------R32-001300----------	13	11	1
2568	TTEMSINGLES-----------R32-001300----------	11	9	2
2568	TTEMSINGLES-----------R32-001300----------	7	11	3
2568	TTEMSINGLES-----------R32-001300----------	11	7	4
2568	TTEWDOUBLES-----------QFNL000100----------	7	11	1
2568	TTEWDOUBLES-----------QFNL000100----------	11	7	2
2568	TTEWDOUBLES-----------QFNL000100----------	11	6	3
2568	TTEWDOUBLES-----------QFNL000100----------	11	9	4
2568	TTEWSINGLES-----------R32-001400----------	12	10	1
2568	TTEWSINGLES-----------R32-001400----------	9	11	2
2568	TTEWSINGLES-----------R32-001400----------	9	11	3
2568	TTEWSINGLES-----------R32-001400----------	11	7	4
2568	TTEWSINGLES-----------R32-001400----------	11	13	5
2568	TTEXDOUBLES-----------8FNL000800----------	3	11	1
2568	TTEXDOUBLES-----------8FNL000800----------	5	11	2
2568	TTEXDOUBLES-----------8FNL000800----------	7	11	3
2568	TTEXDOUBLES-----------8FNL000600----------	9	11	1
2568	TTEXDOUBLES-----------8FNL000600----------	5	11	2
2568	TTEXDOUBLES-----------8FNL000600----------	4	11	3
2568	TTEMSINGLES-----------R32-001500----------	7	11	1
2568	TTEMSINGLES-----------R32-001500----------	12	10	2
2568	TTEMSINGLES-----------R32-001500----------	11	8	3
2568	TTEMSINGLES-----------R32-001500----------	11	3	4
2568	TTEWSINGLES-----------R32-001300----------	7	11	1
2568	TTEWSINGLES-----------R32-001300----------	7	11	2
2568	TTEWSINGLES-----------R32-001300----------	9	11	3
2568	TTEMSINGLES-----------R32-001100----------	7	11	1
2568	TTEMSINGLES-----------R32-001100----------	8	11	2
2568	TTEMSINGLES-----------R32-001100----------	12	10	3
2568	TTEMSINGLES-----------R32-001100----------	11	8	4
2568	TTEMSINGLES-----------R32-001100----------	11	8	5
2568	TTEWSINGLES-----------R32-001100----------	4	11	1
2568	TTEWSINGLES-----------R32-001100----------	8	11	2
2568	TTEWSINGLES-----------R32-001100----------	11	7	3
2568	TTEWSINGLES-----------R32-001100----------	8	11	4
2568	TTEMSINGLES-----------R32-001200----------	8	11	1
2568	TTEMSINGLES-----------R32-001200----------	11	5	2
2568	TTEMSINGLES-----------R32-001200----------	11	6	3
2568	TTEMSINGLES-----------R32-001200----------	11	6	4
2568	TTEWSINGLES-----------R32-001500----------	6	11	1
2568	TTEWSINGLES-----------R32-001500----------	6	11	2
2568	TTEWSINGLES-----------R32-001500----------	4	11	3
2568	TTEWSINGLES-----------R32-001600----------	5	11	1
2568	TTEWSINGLES-----------R32-001600----------	11	8	2
2568	TTEWSINGLES-----------R32-001600----------	11	8	3
2568	TTEWSINGLES-----------R32-001600----------	11	5	4
2568	TTEMSINGLES-----------R32-001400----------	8	11	1
2568	TTEMSINGLES-----------R32-001400----------	6	11	2
2568	TTEMSINGLES-----------R32-001400----------	7	11	3
2568	TTEXDOUBLES-----------8FNL000300----------	11	7	1
2568	TTEXDOUBLES-----------8FNL000300----------	11	3	2
2568	TTEXDOUBLES-----------8FNL000300----------	11	7	3
2568	TTEWSINGLES-----------R32-001200----------	11	7	1
2568	TTEWSINGLES-----------R32-001200----------	10	12	2
2568	TTEWSINGLES-----------R32-001200----------	9	11	3
2568	TTEWSINGLES-----------R32-001200----------	9	11	4
2568	TTEMSINGLES-----------R32-001600----------	8	11	1
2568	TTEMSINGLES-----------R32-001600----------	8	11	2
2568	TTEMSINGLES-----------R32-001600----------	10	12	3
2568	TTEMSINGLES-----------R32-000900----------	12	10	1
2568	TTEMSINGLES-----------R32-000900----------	3	11	2
2568	TTEMSINGLES-----------R32-000900----------	6	11	3
2568	TTEMSINGLES-----------R32-000900----------	11	7	4
2568	TTEMSINGLES-----------R32-000900----------	7	11	5
2568	TTEXDOUBLES-----------8FNL000400----------	9	11	1
2568	TTEXDOUBLES-----------8FNL000400----------	9	11	2
2568	TTEXDOUBLES-----------8FNL000400----------	9	11	3
2568	TTEXDOUBLES-----------8FNL000200----------	4	11	1
2568	TTEXDOUBLES-----------8FNL000200----------	11	8	2
2568	TTEXDOUBLES-----------8FNL000200----------	6	11	3
2568	TTEXDOUBLES-----------8FNL000200----------	9	11	4
2568	TTEWSINGLES-----------R32-000300----------	16	14	1
2568	TTEWSINGLES-----------R32-000300----------	11	7	2
2568	TTEWSINGLES-----------R32-000300----------	11	3	3
2568	TTEMSINGLES-----------R32-000800----------	9	11	1
2568	TTEMSINGLES-----------R32-000800----------	7	11	2
2568	TTEMSINGLES-----------R32-000800----------	11	8	3
2568	TTEMSINGLES-----------R32-000800----------	4	11	4
2568	TTEMSINGLES-----------R32-000100----------	11	5	1
2568	TTEMSINGLES-----------R32-000100----------	11	7	2
2568	TTEMSINGLES-----------R32-000100----------	11	5	3
2568	TTEMSINGLES-----------R32-000400----------	11	9	1
2568	TTEMSINGLES-----------R32-000400----------	11	8	2
2568	TTEMSINGLES-----------R32-000400----------	12	14	3
2568	TTEMSINGLES-----------R32-000400----------	11	8	4
2568	TTEWSINGLES-----------R32-000700----------	12	10	1
2568	TTEWSINGLES-----------R32-000700----------	11	1	2
2568	TTEWSINGLES-----------R32-000700----------	6	11	3
2568	TTEWSINGLES-----------R32-000700----------	14	12	4
2568	TTEWSINGLES-----------R32-000200----------	14	12	1
2568	TTEWSINGLES-----------R32-000200----------	11	6	2
2568	TTEWSINGLES-----------R32-000200----------	6	11	3
2568	TTEWSINGLES-----------R32-000200----------	11	6	4
2568	TTEWSINGLES-----------R32-000100----------	11	8	1
2568	TTEWSINGLES-----------R32-000100----------	11	8	2
2568	TTEWSINGLES-----------R32-000100----------	6	11	3
2568	TTEWSINGLES-----------R32-000100----------	9	11	4
2568	TTEWSINGLES-----------R32-000100----------	11	9	5
2568	TTEWSINGLES-----------R32-000400----------	9	11	1
2568	TTEWSINGLES-----------R32-000400----------	4	11	2
2568	TTEWSINGLES-----------R32-000400----------	8	11	3
2568	TTEMSINGLES-----------R32-000600----------	11	7	1
2568	TTEMSINGLES-----------R32-000600----------	6	11	2
2568	TTEMSINGLES-----------R32-000600----------	11	9	3
2568	TTEMSINGLES-----------R32-000600----------	11	4	4
2568	TTEMSINGLES-----------R32-000500----------	9	11	1
2568	TTEMSINGLES-----------R32-000500----------	11	7	2
2568	TTEMSINGLES-----------R32-000500----------	11	6	3
2568	TTEMSINGLES-----------R32-000500----------	11	6	4
2568	TTEMSINGLES-----------R32-001000----------	8	11	1
2568	TTEMSINGLES-----------R32-001000----------	11	4	2
2568	TTEMSINGLES-----------R32-001000----------	11	9	3
2568	TTEMSINGLES-----------R32-001000----------	11	13	4
2568	TTEMSINGLES-----------R32-001000----------	2	11	5
2568	TTEWSINGLES-----------R32-000600----------	11	8	1
2568	TTEWSINGLES-----------R32-000600----------	5	11	2
2568	TTEWSINGLES-----------R32-000600----------	5	11	3
2568	TTEWSINGLES-----------R32-000600----------	4	11	4
2568	TTEWSINGLES-----------R32-000500----------	11	3	1
2568	TTEWSINGLES-----------R32-000500----------	11	3	2
2568	TTEWSINGLES-----------R32-000500----------	11	4	3
2568	TTEXDOUBLES-----------8FNL000100----------	11	9	1
2568	TTEXDOUBLES-----------8FNL000100----------	8	11	2
2568	TTEXDOUBLES-----------8FNL000100----------	11	13	3
2568	TTEXDOUBLES-----------8FNL000100----------	14	12	4
2568	TTEXDOUBLES-----------8FNL000100----------	11	8	5
2568	TTEWSINGLES-----------R32-000900----------	12	14	1
2568	TTEWSINGLES-----------R32-000900----------	11	3	2
2568	TTEWSINGLES-----------R32-000900----------	12	10	3
2568	TTEWSINGLES-----------R32-000900----------	12	10	4
2568	TTEWSINGLES-----------R32-001000----------	7	11	1
2568	TTEWSINGLES-----------R32-001000----------	7	11	2
2568	TTEWSINGLES-----------R32-001000----------	9	11	3
2568	TTEMSINGLES-----------R32-000700----------	11	7	1
2568	TTEMSINGLES-----------R32-000700----------	11	7	2
2568	TTEMSINGLES-----------R32-000700----------	11	7	3
2568	TTEMDOUBLES-----------8FNL000500----------	8	11	1
2568	TTEMDOUBLES-----------8FNL000500----------	11	7	2
2568	TTEMDOUBLES-----------8FNL000500----------	4	11	3
2568	TTEMDOUBLES-----------8FNL000500----------	8	11	4
2568	TTEMSINGLES-----------R32-000300----------	8	11	1
2568	TTEMSINGLES-----------R32-000300----------	11	2	2
2568	TTEMSINGLES-----------R32-000300----------	4	11	3
2568	TTEMSINGLES-----------R32-000300----------	10	12	4
2568	TTEWDOUBLES-----------8FNL000800----------	9	11	1
2568	TTEWDOUBLES-----------8FNL000800----------	11	8	2
2568	TTEWDOUBLES-----------8FNL000800----------	3	11	3
2568	TTEWDOUBLES-----------8FNL000800----------	12	14	4
2568	TTEWSINGLES-----------R32-000800----------	11	8	1
2568	TTEWSINGLES-----------R32-000800----------	3	11	2
2568	TTEWSINGLES-----------R32-000800----------	8	11	3
2568	TTEWSINGLES-----------R32-000800----------	11	6	4
2568	TTEWSINGLES-----------R32-000800----------	11	8	5
2568	TTEMSINGLES-----------R32-000200----------	9	11	1
2568	TTEMSINGLES-----------R32-000200----------	6	11	2
2568	TTEMSINGLES-----------R32-000200----------	8	11	3
2568	TTEMDOUBLES-----------8FNL000700----------	11	9	1
2568	TTEMDOUBLES-----------8FNL000700----------	6	11	2
2568	TTEMDOUBLES-----------8FNL000700----------	12	14	3
2568	TTEMDOUBLES-----------8FNL000700----------	5	11	4
2568	TTEWDOUBLES-----------8FNL000700----------	9	11	1
2568	TTEWDOUBLES-----------8FNL000700----------	4	11	2
2568	TTEWDOUBLES-----------8FNL000700----------	11	9	3
2568	TTEWDOUBLES-----------8FNL000700----------	2	11	4
2568	TTEMDOUBLES-----------8FNL000600----------	9	11	1
2568	TTEMDOUBLES-----------8FNL000600----------	7	11	2
2568	TTEMDOUBLES-----------8FNL000600----------	11	9	3
2568	TTEMDOUBLES-----------8FNL000600----------	11	8	4
2568	TTEMDOUBLES-----------8FNL000600----------	7	11	5
2568	TTEMDOUBLES-----------8FNL000200----------	8	11	1
2568	TTEMDOUBLES-----------8FNL000200----------	9	11	2
2568	TTEMDOUBLES-----------8FNL000200----------	7	11	3
2568	TTEMDOUBLES-----------8FNL000400----------	8	11	1
2568	TTEMDOUBLES-----------8FNL000400----------	8	11	2
2568	TTEMDOUBLES-----------8FNL000400----------	13	11	3
2568	TTEMDOUBLES-----------8FNL000400----------	6	11	4
2568	TTEWDOUBLES-----------8FNL000500----------	7	11	1
2568	TTEWDOUBLES-----------8FNL000500----------	8	11	2
2568	TTEWDOUBLES-----------8FNL000500----------	11	7	3
2568	TTEWDOUBLES-----------8FNL000500----------	11	7	4
2568	TTEWDOUBLES-----------8FNL000500----------	7	11	5
2568	TTEWDOUBLES-----------8FNL000400----------	7	11	1
2568	TTEWDOUBLES-----------8FNL000400----------	4	11	2
2568	TTEWDOUBLES-----------8FNL000400----------	11	4	3
2568	TTEWDOUBLES-----------8FNL000400----------	7	11	4
2568	TTEWDOUBLES-----------8FNL000600----------	11	5	1
2568	TTEWDOUBLES-----------8FNL000600----------	8	11	2
2568	TTEWDOUBLES-----------8FNL000600----------	11	8	3
2568	TTEWDOUBLES-----------8FNL000600----------	11	8	4
2568	TTEWDOUBLES-----------8FNL000100----------	11	9	1
2568	TTEWDOUBLES-----------8FNL000100----------	8	11	2
2568	TTEWDOUBLES-----------8FNL000100----------	11	8	3
2568	TTEWDOUBLES-----------8FNL000100----------	11	13	4
2568	TTEWDOUBLES-----------8FNL000100----------	8	11	5
2568	TTEMDOUBLES-----------8FNL000300----------	5	11	1
2568	TTEMDOUBLES-----------8FNL000300----------	11	7	2
2568	TTEMDOUBLES-----------8FNL000300----------	11	7	3
2568	TTEMDOUBLES-----------8FNL000300----------	11	9	4
2568	TTEMDOUBLES-----------8FNL000100----------	10	12	1
2568	TTEMDOUBLES-----------8FNL000100----------	12	14	2
2568	TTEMDOUBLES-----------8FNL000100----------	11	7	3
2568	TTEMDOUBLES-----------8FNL000100----------	10	12	4
2568	TTEMSINGLES-----------RND3000400----------	11	4	1
2568	TTEMSINGLES-----------RND3000400----------	9	11	2
2568	TTEMSINGLES-----------RND3000400----------	11	5	3
2568	TTEMSINGLES-----------RND3000400----------	9	11	4
2568	TTEMSINGLES-----------RND3000400----------	11	8	5
2568	TTEMSINGLES-----------RND3000700----------	11	6	1
2568	TTEMSINGLES-----------RND3000700----------	8	11	2
2568	TTEMSINGLES-----------RND3000700----------	11	6	3
2568	TTEMSINGLES-----------RND3000700----------	11	8	4
2568	TTEWSINGLES-----------RND3000200----------	9	11	1
2568	TTEWSINGLES-----------RND3000200----------	6	11	2
2568	TTEWSINGLES-----------RND3000200----------	9	11	3
2568	TTEMSINGLES-----------RND3000200----------	11	6	1
2568	TTEMSINGLES-----------RND3000200----------	17	15	2
2568	TTEMSINGLES-----------RND3000200----------	14	16	3
2568	TTEMSINGLES-----------RND3000200----------	8	11	4
2568	TTEMSINGLES-----------RND3000200----------	7	11	5
2568	TTEMSINGLES-----------RND3000500----------	11	2	1
2568	TTEMSINGLES-----------RND3000500----------	11	6	2
2568	TTEMSINGLES-----------RND3000500----------	15	17	3
2568	TTEMSINGLES-----------RND3000500----------	11	5	4
2568	TTEMDOUBLES-----------RND2000400----------	11	9	1
2568	TTEMDOUBLES-----------RND2000400----------	8	11	2
2568	TTEMDOUBLES-----------RND2000400----------	7	11	3
2568	TTEMDOUBLES-----------RND2000400----------	6	11	4
2568	TTEWDOUBLES-----------8FNL000300----------	11	4	1
2568	TTEWDOUBLES-----------8FNL000300----------	11	2	2
2568	TTEWDOUBLES-----------8FNL000300----------	11	6	3
2568	TTEWSINGLES-----------RND2001300----------	11	7	1
2568	TTEWSINGLES-----------RND2001300----------	10	12	2
2568	TTEWSINGLES-----------RND2001300----------	10	12	3
2568	TTEWSINGLES-----------RND2001300----------	8	11	4
2568	TTEWSINGLES-----------RND3000300----------	11	9	1
2568	TTEWSINGLES-----------RND3000300----------	11	3	2
2568	TTEWSINGLES-----------RND3000300----------	11	2	3
2568	TTEWDOUBLES-----------8FNL000200----------	8	11	1
2568	TTEWDOUBLES-----------8FNL000200----------	6	11	2
2568	TTEWDOUBLES-----------8FNL000200----------	11	7	3
2568	TTEWDOUBLES-----------8FNL000200----------	4	11	4
2568	TTEWSINGLES-----------RND3000800----------	5	11	1
2568	TTEWSINGLES-----------RND3000800----------	11	13	2
2568	TTEWSINGLES-----------RND3000800----------	11	8	3
2568	TTEWSINGLES-----------RND3000800----------	13	11	4
2568	TTEWSINGLES-----------RND3000800----------	4	11	5
2568	TTEWSINGLES-----------RND3000100----------	11	13	1
2568	TTEWSINGLES-----------RND3000100----------	8	11	2
2568	TTEWSINGLES-----------RND3000100----------	11	5	3
2568	TTEWSINGLES-----------RND3000100----------	10	12	4
2568	TTEMDOUBLES-----------RND2000300----------	11	8	1
2568	TTEMDOUBLES-----------RND2000300----------	11	7	2
